26,24,24,1
26,24,24,2
26,24,24,3
26,24,24,4
26,24,24,5
26,24,24,6
26,24,24,7
26,20,20,1
26,20,20,2
26,20,20,3
26,20,20,4
26,20,20,5
26,20,20,6
26,20,20,7
26,22,22,1
26,22,22,2
26,22,22,3
26,22,22,4
26,22,22,5
26,22,22,6
26,22,22,7
26,26,26,1
26,26,26,2
26,26,26,3
26,26,26,4
26,26,26,5
26,26,26,6
26,26,26,7
26,28,28,1
26,28,28,2
26,28,28,3
26,28,28,4
26,28,28,5
26,28,28,6
26,28,28,7
26,55,55,1
26,55,55,2
26,55,55,3
26,55,55,4
26,55,55,5
26,55,55,6
26,55,55,7
26,23,23,1
26,23,23,2
26,23,23,3
26,23,23,4
26,23,23,5
26,23,23,6
26,23,23,7
26,54,54,1
26,54,54,2
26,54,54,3
26,54,54,4
26,54,54,5
26,54,54,6
26,54,54,7
26,53,53,1
26,53,53,2
26,53,53,3
26,53,53,4
26,53,53,5
26,53,53,6
26,53,53,7
26,16,16,1
26,16,16,2
26,16,16,3
26,16,16,4
26,16,16,5
26,16,16,6
26,16,16,7
26,21,21,1
26,21,21,2
26,21,21,3
26,21,21,4
26,21,21,5
26,21,21,6
26,21,21,7
26,25,25,1
26,25,25,2
26,25,25,3
26,25,25,4
26,25,25,5
26,25,25,6
26,25,25,7
26,30,30,1
26,30,30,2
26,30,30,3
26,30,30,4
26,30,30,5
26,30,30,6
26,30,30,7
26,18,18,1
26,18,18,2
26,18,18,3
26,18,18,4
26,18,18,5
26,18,18,6
26,18,18,7
26,19,19,1
26,19,19,2
26,19,19,3
26,19,19,4
26,19,19,5
26,19,19,6
26,19,19,7
26,52,52,1
26,52,52,2
26,52,52,3
26,52,52,4
26,52,52,5
26,52,52,6
26,52,52,7
26,12,12,1
26,12,12,2
26,12,12,3
26,12,12,4
26,12,12,5
26,12,12,6
26,12,12,7
26,29,29,1
26,29,29,2
26,29,29,3
26,29,29,4
26,29,29,5
26,29,29,6
26,29,29,7
26,1,1,1
26,1,1,2
26,1,1,3
26,1,1,4
26,1,1,5
26,1,1,6
26,1,1,7
26,2,2,1
26,2,2,2
26,2,2,3
26,2,2,4
26,2,2,5
26,2,2,6
26,2,2,7
26,3,3,1
26,3,3,2
26,3,3,3
26,3,3,4
26,3,3,5
26,3,3,6
26,3,3,7
26,4,4,1
26,4,4,2
26,4,4,3
26,4,4,4
26,4,4,5
26,4,4,6
26,4,4,7
26,5,5,1
26,5,5,2
26,5,5,3
26,5,5,4
26,5,5,5
26,5,5,6
26,5,5,7
26,15,15,1
26,15,15,2
26,15,15,3
26,15,15,4
26,15,15,5
26,15,15,6
26,15,15,7
26,6,6,1
26,6,6,2
26,6,6,3
26,6,6,4
26,6,6,5
26,6,6,6
26,6,6,7
26,7,7,1
26,7,7,2
26,7,7,3
26,7,7,4
26,7,7,5
26,7,7,6
26,7,7,7
26,17,17,1
26,17,17,2
26,17,17,3
26,17,17,4
26,17,17,5
26,17,17,6
26,17,17,7
26,13,13,1
26,13,13,2
26,13,13,3
26,13,13,4
26,13,13,5
26,13,13,6
26,13,13,7
26,8,8,1
26,8,8,2
26,8,8,3
26,8,8,4
26,8,8,5
26,8,8,6
26,8,8,7
26,9,9,1
26,9,9,2
26,9,9,3
26,9,9,4
26,9,9,5
26,9,9,6
26,9,9,7
26,14,14,1
26,14,14,2
26,14,14,3
26,14,14,4
26,14,14,5
26,14,14,6
26,14,14,7
26,10,10,1
26,10,10,2
26,10,10,3
26,10,10,4
26,10,10,5
26,10,10,6
26,10,10,7
23,24,24,1
23,24,24,2
23,24,24,3
23,24,24,4
23,24,24,5
23,24,24,6
23,24,14,7
23,20,20,1
23,20,20,2
23,20,20,3
23,20,20,4
23,20,20,5
23,20,20,6
23,20,20,7
23,22,22,1
23,22,22,2
23,22,22,3
23,22,22,4
23,22,22,5
23,22,22,6
23,22,22,7
23,26,26,1
23,26,26,2
23,26,26,3
23,26,26,4
23,26,26,5
23,26,26,6
23,26,26,7
23,28,28,1
23,28,28,2
23,28,28,3
23,28,28,4
23,28,28,5
23,28,28,6
23,28,28,7
23,55,55,1
23,55,55,2
23,55,55,3
23,55,55,4
23,55,55,5
23,55,55,6
23,55,55,7
23,23,23,1
23,23,23,2
23,23,23,3
23,23,23,4
23,23,23,5
23,23,23,6
23,23,53,7
23,54,54,1
23,54,54,2
23,54,54,3
23,54,54,4
23,54,54,5
23,54,54,6
23,54,54,7
23,53,53,1
23,53,53,2
23,53,53,3
23,53,53,4
23,53,53,5
23,53,53,6
23,53,20,7
23,16,16,1
23,16,16,2
23,16,16,3
23,16,16,4
23,16,16,5
23,16,16,6
23,16,16,7
23,21,21,1
23,21,21,2
23,21,21,3
23,21,55,4
23,21,21,5
23,21,21,6
23,21,21,7
23,25,25,1
23,25,25,2
23,25,25,3
23,25,25,4
23,25,25,5
23,25,25,6
23,25,25,7
23,30,30,1
23,30,30,2
23,30,30,3
23,30,30,4
23,30,30,5
23,30,30,6
23,30,30,7
23,18,18,1
23,18,18,2
23,18,18,3
23,18,18,4
23,18,18,5
23,18,18,6
23,18,9,7
23,19,19,1
23,19,19,2
23,19,19,3
23,19,19,4
23,19,19,5
23,19,19,6
23,19,19,7
23,52,52,1
23,52,55,2
23,52,52,3
23,52,52,4
23,52,52,5
23,52,52,6
23,52,52,7
23,12,12,1
23,12,12,2
23,12,12,3
23,12,12,4
23,12,12,5
23,12,12,6
23,12,12,7
23,29,29,1
23,29,29,2
23,29,29,3
23,29,29,4
23,29,29,5
23,29,29,6
23,29,29,7
23,1,1,1
23,1,1,2
23,1,1,3
23,1,1,4
23,1,1,5
23,1,1,6
23,1,1,7
23,2,2,1
23,2,2,2
23,2,53,3
23,2,2,4
23,2,2,5
23,2,2,6
23,2,2,7
23,3,3,1
23,3,3,2
23,3,3,3
23,3,3,4
23,3,3,5
23,3,3,6
23,3,3,7
23,4,4,1
23,4,7,2
23,4,4,3
23,4,4,4
23,4,4,5
23,4,4,6
23,4,4,7
23,5,5,1
23,5,5,2
23,5,5,3
23,5,26,4
23,5,5,5
23,5,5,6
23,5,5,7
23,15,15,1
23,15,15,2
23,15,15,3
23,15,15,4
23,15,15,5
23,15,15,6
23,15,15,7
23,6,6,1
23,6,6,2
23,6,6,3
23,6,6,4
23,6,6,5
23,6,6,6
23,6,6,7
23,7,7,1
23,7,7,2
23,7,7,3
23,7,7,4
23,7,7,5
23,7,7,6
23,7,7,7
23,17,17,1
23,17,17,2
23,17,17,3
23,17,17,4
23,17,17,5
23,17,17,6
23,17,17,7
23,13,13,1
23,13,13,2
23,13,13,3
23,13,13,4
23,13,13,5
23,13,13,6
23,13,13,7
23,8,8,1
23,8,8,2
23,8,8,3
23,8,8,4
23,8,8,5
23,8,8,6
23,8,8,7
23,9,9,1
23,9,9,2
23,9,9,3
23,9,9,4
23,9,9,5
23,9,9,6
23,9,9,7
23,14,14,1
23,14,16,2
23,14,14,3
23,14,14,4
23,14,14,5
23,14,14,6
23,14,14,7
23,10,10,1
23,10,10,2
23,10,10,3
23,10,10,4
23,10,10,5
23,10,10,6
23,10,5,7
24,24,24,1
24,24,24,2
24,24,24,3
24,24,24,4
24,24,24,5
24,24,24,6
24,24,24,7
24,20,20,1
24,20,20,2
24,20,20,3
24,20,20,4
24,20,20,5
24,20,20,6
24,20,20,7
24,22,22,1
24,22,22,2
24,22,22,3
24,22,22,4
24,22,22,5
24,22,22,6
24,22,22,7
24,26,26,1
24,26,26,2
24,26,26,3
24,26,26,4
24,26,26,5
24,26,26,6
24,26,26,7
24,28,28,1
24,28,28,2
24,28,28,3
24,28,53,4
24,28,28,5
24,28,28,6
24,28,28,7
24,55,55,1
24,55,55,2
24,55,55,3
24,55,55,4
24,55,55,5
24,55,55,6
24,55,55,7
24,23,23,1
24,23,23,2
24,23,23,3
24,23,23,4
24,23,23,5
24,23,23,6
24,23,23,7
24,54,54,1
24,54,54,2
24,54,54,3
24,54,54,4
24,54,54,5
24,54,54,6
24,54,54,7
24,53,53,1
24,53,53,2
24,53,53,3
24,53,53,4
24,53,53,5
24,53,53,6
