24,53,53,7
24,16,16,1
24,16,16,2
24,16,16,3
24,16,16,4
24,16,16,5
24,16,16,6
24,16,16,7
24,21,21,1
24,21,21,2
24,21,53,3
24,21,21,4
24,21,21,5
24,21,21,6
24,21,21,7
24,25,25,1
24,25,25,2
24,25,25,3
24,25,25,4
24,25,25,5
24,25,25,6
24,25,25,7
24,30,30,1
24,30,30,2
24,30,30,3
24,30,30,4
24,30,30,5
24,30,30,6
24,30,30,7
24,18,18,1
24,18,18,2
24,18,18,3
24,18,18,4
24,18,18,5
24,18,18,6
24,18,18,7
24,19,19,1
24,19,19,2
24,19,19,3
24,19,19,4
24,19,19,5
24,19,19,6
24,19,19,7
24,52,52,1
24,52,52,2
24,52,52,3
24,52,52,4
24,52,52,5
24,52,52,6
24,52,52,7
24,12,12,1
24,12,12,2
24,12,12,3
24,12,12,4
24,12,12,5
24,12,12,6
24,12,12,7
24,29,29,1
24,29,29,2
24,29,29,3
24,29,29,4
24,29,29,5
24,29,29,6
24,29,29,7
24,1,1,1
24,1,1,2
24,1,1,3
24,1,1,4
24,1,1,5
24,1,1,6
24,1,1,7
24,2,2,1
24,2,2,2
24,2,2,3
24,2,2,4
24,2,2,5
24,2,2,6
24,2,2,7
24,3,3,1
24,3,3,2
24,3,3,3
24,3,3,4
24,3,3,5
24,3,3,6
24,3,3,7
24,4,4,1
24,4,4,2
24,4,4,3
24,4,4,4
24,4,4,5
24,4,4,6
24,4,4,7
24,5,5,1
24,5,5,2
24,5,5,3
24,5,5,4
24,5,5,5
24,5,5,6
24,5,5,7
24,15,15,1
24,15,15,2
24,15,15,3
24,15,15,4
24,15,15,5
24,15,15,6
24,15,15,7
24,6,6,1
24,6,6,2
24,6,6,3
24,6,6,4
24,6,6,5
24,6,6,6
24,6,6,7
24,7,7,1
24,7,7,2
24,7,7,3
24,7,7,4
24,7,7,5
24,7,7,6
24,7,7,7
24,17,17,1
24,17,17,2
24,17,17,3
24,17,17,4
24,17,17,5
24,17,17,6
24,17,17,7
24,13,13,1
24,13,53,2
24,13,13,3
24,13,13,4
24,13,13,5
24,13,13,6
24,13,13,7
24,8,8,1
24,8,8,2
24,8,8,3
24,8,8,4
24,8,8,5
24,8,8,6
24,8,8,7
24,9,9,1
24,9,9,2
24,9,9,3
24,9,9,4
24,9,9,5
24,9,9,6
24,9,9,7
24,14,14,1
24,14,14,2
24,14,14,3
24,14,14,4
24,14,14,5
24,14,14,6
24,14,14,7
24,10,10,1
24,10,10,2
24,10,10,3
24,10,10,4
24,10,10,5
24,10,10,6
24,10,10,7
25,24,24,1
25,24,24,2
25,24,24,3
25,24,24,4
25,24,24,5
25,24,24,6
25,24,24,7
25,20,20,1
25,20,20,2
25,20,20,3
25,20,20,4
25,20,20,5
25,20,20,6
25,20,20,7
25,22,22,1
25,22,22,2
25,22,22,3
25,22,22,4
25,22,22,5
25,22,22,6
25,22,22,7
25,26,26,1
25,26,26,2
25,26,26,3
25,26,26,4
25,26,26,5
25,26,26,6
25,26,26,7
25,28,28,1
25,28,28,2
25,28,28,3
25,28,28,4
25,28,28,5
25,28,28,6
25,28,28,7
25,55,55,1
25,55,55,2
25,55,55,3
25,55,55,4
25,55,55,5
25,55,55,6
25,55,55,7
25,23,23,1
25,23,23,2
25,23,23,3
25,23,23,4
25,23,23,5
25,23,23,6
25,23,23,7
25,54,54,1
25,54,54,2
25,54,54,3
25,54,54,4
25,54,54,5
25,54,54,6
25,54,54,7
25,53,53,1
25,53,53,2
25,53,53,3
25,53,53,4
25,53,53,5
25,53,53,6
25,53,53,7
25,16,16,1
25,16,16,2
25,16,16,3
25,16,16,4
25,16,16,5
25,16,16,6
25,16,16,7
25,21,21,1
25,21,21,2
25,21,21,3
25,21,21,4
25,21,21,5
25,21,21,6
25,21,21,7
25,25,25,1
25,25,25,2
25,25,25,3
25,25,25,4
25,25,25,5
25,25,25,6
25,25,25,7
25,30,30,1
25,30,30,2
25,30,30,3
25,30,30,4
25,30,30,5
25,30,30,6
25,30,30,7
25,18,18,1
25,18,18,2
25,18,18,3
25,18,18,4
25,18,18,5
25,18,18,6
25,18,18,7
25,19,19,1
25,19,19,2
25,19,19,3
25,19,19,4
25,19,19,5
25,19,19,6
25,19,19,7
25,52,52,1
25,52,52,2
25,52,52,3
25,52,52,4
25,52,52,5
25,52,52,6
25,52,52,7
25,12,12,1
25,12,12,2
25,12,12,3
25,12,12,4
25,12,12,5
25,12,12,6
25,12,12,7
25,29,29,1
25,29,29,2
25,29,29,3
25,29,29,4
25,29,29,5
25,29,29,6
25,29,29,7
25,1,1,1
25,1,1,2
25,1,1,3
25,1,1,4
25,1,1,5
25,1,1,6
25,1,1,7
25,2,2,1
25,2,2,2
25,2,2,3
25,2,2,4
25,2,2,5
25,2,2,6
25,2,2,7
25,3,3,1
25,3,3,2
25,3,3,3
25,3,3,4
25,3,3,5
25,3,3,6
25,3,3,7
25,4,4,1
25,4,4,2
25,4,4,3
25,4,4,4
25,4,4,5
25,4,4,6
25,4,4,7
25,5,5,1
25,5,5,2
25,5,5,3
25,5,5,4
25,5,5,5
25,5,5,6
25,5,5,7
25,15,15,1
25,15,15,2
25,15,15,3
25,15,15,4
25,15,15,5
25,15,15,6
25,15,15,7
25,6,6,1
25,6,6,2
25,6,6,3
25,6,6,4
25,6,6,5
25,6,6,6
25,6,6,7
25,7,7,1
25,7,7,2
25,7,7,3
25,7,7,4
25,7,7,5
25,7,7,6
25,7,7,7
25,17,17,1
25,17,17,2
25,17,17,3
25,17,17,4
25,17,17,5
25,17,17,6
25,17,17,7
25,13,13,1
25,13,13,2
25,13,13,3
25,13,13,4
25,13,13,5
25,13,13,6
25,13,13,7
25,8,8,1
25,8,8,2
25,8,8,3
25,8,8,4
25,8,8,5
25,8,8,6
25,8,8,7
25,9,9,1
25,9,9,2
25,9,9,3
25,9,9,4
25,9,9,5
25,9,9,6
25,9,9,7
25,14,14,1
25,14,14,2
25,14,14,3
25,14,14,4
25,14,14,5
25,14,14,6
25,14,14,7
25,10,10,1
25,10,10,2
25,10,10,3
25,10,10,4
25,10,10,5
25,10,10,6
25,10,10,7
